,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,living_density
14696,242000.0,3,2.25,1690,7292,1.0,0.0,3,7,1250,440,1985,0.0,98003,0.23176083379045528
12569,478000.0,2,1.0,820,6000,1.0,0.0,3,7,820,0,1939,,98199,0.13666666666666666
5106,492000.0,3,2.25,2100,7335,2.0,0.0,3,8,2100,0,1983,0.0,98074,0.28629856850715746
20953,193000.0,2,1.75,910,2550,1.0,0.0,3,6,910,0,2004,0.0,98038,0.3568627450980392
4210,525000.0,4,1.75,2120,7725,1.0,0.0,3,8,1220,900,1965,0.0,98007,0.2744336569579288
3612,280000.0,2,1.5,800,1196,2.0,0.0,3,8,800,0,2003,0.0,98103,0.6688963210702341
5207,195000.0,3,1.0,1310,9554,1.0,0.0,3,7,960,350,1962,0.0,98001,0.13711534435838393
723,636000.0,3,2.5,2140,2770,2.0,0.0,3,8,1770,370,2007,,98052,0.7725631768953068
992,253000.0,3,2.0,1490,7651,1.0,0.0,3,7,1490,0,1988,0.0,98003,0.19474578486472358
7905,435000.0,4,2.25,1780,2684,2.0,0.0,3,7,1780,0,2002,0.0,98072,0.6631892697466468
487,207950.0,2,2.0,890,5000,1.0,0.0,3,6,890,0,1917,0.0,98118,0.178
3286,193000.0,3,1.5,1180,9048,1.0,0.0,3,7,1180,0,1960,0.0,98148,0.1304155614500442
20419,491000.0,5,3.5,2815,4900,2.0,0.0,3,9,2815,0,2011,0.0,98030,0.5744897959183674
12377,237000.0,3,1.0,920,5546,1.0,0.0,2,6,920,0,1928,0.0,98125,0.16588532275513884
3370,700000.0,4,3.0,3150,7778,2.0,0.0,3,9,3150,0,2000,0.0,98075,0.40498842890203135
9234,505000.0,2,2.5,1900,5065,2.0,0.0,3,8,1900,0,2005,0.0,98053,0.3751233958538993
6383,600000.0,5,4.5,4440,9784,2.0,0.0,3,10,4440,0,2012,0.0,98168,0.4538021259198692
3155,350500.0,2,1.0,1450,6380,1.0,0.0,3,7,1450,0,1967,,98115,0.22727272727272727
451,333500.0,3,1.75,1220,9732,1.0,0.0,3,7,1220,0,1965,0.0,98011,0.12535963830661734
12034,350500.0,2,2.5,1770,4950,1.0,0.0,3,7,1770,0,2003,,98038,0.3575757575757576
16373,935000.0,4,3.0,3680,7105,2.0,0.0,3,10,2890,790,2008,0.0,98115,0.517945109078114
13624,439000.0,4,2.0,1800,5465,1.0,0.0,3,7,900,900,1942,0.0,98118,0.32936870997255263
12205,1450000.0,4,3.5,3720,8301,2.0,0.0,3,10,2880,840,2008,0.0,98004,0.44813877846042643
7223,438000.0,5,2.5,1990,6840,2.0,0.0,4,7,1990,0,1974,0.0,98034,0.2909356725146199
10630,738000.0,3,1.0,1280,3900,1.0,0.0,4,7,1280,0,1921,0.0,98103,0.3282051282051282
19502,578000.0,4,2.5,2070,5415,2.0,0.0,3,8,2070,0,1996,0.0,98029,0.38227146814404434
11264,530000.0,2,2.5,1900,2983,2.0,0.0,3,8,1900,0,2006,0.0,98053,0.6369426751592356
17098,515000.0,5,3.25,2740,9629,1.0,0.0,5,7,1390,1350,1977,0.0,98011,0.2845570671928549
13577,370000.0,3,1.75,1650,8254,1.0,0.0,5,7,1060,590,1951,0.0,98155,0.19990307729585655
15756,520000.0,3,1.75,1540,7558,1.0,0.0,3,8,1540,0,1964,0.0,98052,0.20375760783275998
11837,385000.0,4,3.0,2120,13000,2.0,0.0,4,8,2120,0,1978,,98059,0.16307692307692306
7137,419900.0,4,2.5,2750,5767,2.0,0.0,3,9,2750,0,2005,0.0,98038,0.47685104907230796
17170,564450.0,3,2.5,2710,6174,2.0,0.0,3,9,2710,0,1998,0.0,98056,0.43893747975380626
14910,590000.0,3,2.5,2830,5788,2.0,0.0,3,9,2830,0,2001,0.0,98028,0.4889426399447132
6314,295000.0,5,3.5,2100,5107,2.0,0.0,3,7,1410,690,1999,0.0,98178,0.4112003132954768
4214,1880000.0,3,2.5,3280,29111,2.0,1.0,3,11,3280,0,1925,,98199,0.11267218577170142
6678,505000.0,3,2.5,2100,5824,2.0,0.0,3,8,2100,0,1999,0.0,98065,0.3605769230769231
10553,640000.0,3,2.5,2140,8925,2.0,0.0,3,8,2140,0,1991,0.0,98074,0.23977591036414567
20874,562500.0,5,2.75,2920,6327,2.0,0.0,3,8,2920,0,2007,,98059,0.46151414572467203
2030,210000.0,2,2.0,1190,7570,1.0,0.0,3,6,1190,0,1939,0.0,98146,0.1571994715984148
18133,435000.0,3,2.75,2692,6197,2.0,0.0,3,9,2692,0,2007,0.0,98030,0.4344037437469743
17787,427000.0,2,1.0,920,3780,1.0,0.0,3,6,920,0,1910,,98103,0.24338624338624337
6629,400000.0,3,2.0,1350,7216,1.0,0.0,3,7,1350,0,1964,0.0,98177,0.18708425720620842
8720,587100.0,3,2.25,1670,6414,1.0,0.0,4,8,1670,0,1961,0.0,98117,0.2603679451200499
2343,495000.0,6,5.0,3440,4500,2.0,0.0,3,8,3280,160,2007,0.0,98055,0.7644444444444445
11082,450000.0,3,1.75,3150,9258,1.0,0.0,3,8,2370,780,1970,0.0,98027,0.3402462734931951
19185,464950.0,3,2.0,2190,19800,1.0,0.0,3,7,2190,0,1994,0.0,98146,0.11060606060606061
17906,360000.0,4,1.75,2140,49658,1.0,0.0,5,7,2140,0,1959,0.0,98010,0.043094768214587784
1726,200000.0,3,1.5,2060,15837,1.5,0.0,3,6,2060,0,1903,,98055,0.13007514049378038
16854,590000.0,4,2.5,2380,4950,2.0,0.0,3,8,2380,0,2004,0.0,98136,0.4808080808080808
15814,2480000.0,4,5.0,5310,16909,1.0,0.0,3,12,3090,2220,1992,,98006,0.3140339464190668
5070,465000.0,3,3.0,2290,15600,1.0,0.0,3,8,1420,870,1948,1990.0,98001,0.1467948717948718
12817,166000.0,1,1.0,1120,17332,1.0,0.0,3,7,1120,0,1988,0.0,98001,0.06462035541195477
7871,205000.0,4,1.0,1030,6621,1.0,0.0,4,6,1030,0,1955,0.0,98055,0.15556562452801692
14324,800500.0,4,2.5,1780,11130,1.0,0.0,5,8,1780,0,1962,0.0,98005,0.15992812219227315
16345,1390000.0,4,3.5,4010,10880,2.0,0.0,4,11,3150,860,1990,0.0,98040,0.36856617647058826
8499,299800.0,2,1.0,790,5240,1.0,0.0,4,6,790,0,1925,0.0,98118,0.15076335877862596
1094,435000.0,3,2.5,1560,3987,2.0,0.0,3,7,1560,0,2002,,98053,0.3912716328066215
6286,277000.0,3,2.25,1610,11920,1.0,0.0,4,7,1110,500,1968,0.0,98032,0.13506711409395974
15910,1640000.0,3,2.5,3110,6765,2.0,0.0,4,9,2550,560,1946,0.0,98115,0.4597191426459719
19971,1040000.0,5,3.75,4570,10194,2.0,0.0,3,11,4570,0,2006,0.0,98034,0.44830292328820875
17149,135000.0,2,1.0,750,5217,1.0,0.0,4,6,750,0,1943,0.0,98106,0.1437607820586544
17506,570000.0,3,2.0,1270,3090,2.0,0.0,5,7,1270,0,1911,0.0,98117,0.4110032362459547
10885,430000.0,3,1.5,1550,5034,2.0,0.0,4,7,1550,0,1922,0.0,98177,0.3079062375844259
18161,550000.0,4,2.0,1720,4000,1.0,0.0,3,7,1420,300,1950,,98105,0.43
19296,355000.0,3,1.75,1730,7416,1.5,0.0,3,7,1730,0,1954,0.0,98133,0.23327939590075514
15173,852000.0,4,1.0,2220,3588,1.5,0.0,4,7,1470,750,1927,0.0,98115,0.6187290969899666
10698,575000.0,3,2.5,2610,7301,2.0,0.0,3,8,2610,0,2004,0.0,98072,0.35748527598959046
9386,285000.0,3,1.5,1380,12196,1.0,0.0,4,7,1380,0,1967,0.0,98003,0.11315185306657921
15994,215000.0,3,2.0,1760,9282,1.0,0.0,5,7,1100,660,1947,0.0,98001,0.18961430726136608
11337,490000.0,4,2.25,2020,4960,2.0,0.0,3,7,1710,310,1938,0.0,98117,0.40725806451612906
276,450000.0,3,2.0,2290,16258,1.0,0.0,5,8,2290,0,1960,,98058,0.1408537335465617
9280,432500.0,3,1.75,1980,5100,1.0,0.0,3,7,1270,710,1965,0.0,98103,0.38823529411764707
6906,885000.0,4,2.25,4470,86225,2.0,0.0,3,10,4470,0,1991,,98053,0.0518411133661931
21449,875000.0,5,3.0,2960,15152,2.0,0.0,3,9,2960,0,2004,,98033,0.19535374868004224
18178,345000.0,4,1.0,2020,18150,1.0,0.0,4,7,2020,0,1955,0.0,98028,0.11129476584022038
7832,315000.0,4,2.5,1950,3225,2.0,0.0,3,7,1950,0,2002,,98178,0.6046511627906976
17805,184900.0,2,1.0,1230,5000,1.0,0.0,5,6,1230,0,1911,0.0,98022,0.246
5811,153000.0,2,1.0,1140,10152,1.0,0.0,3,6,760,380,1942,0.0,98155,0.11229314420803782
20064,635000.0,4,2.5,2720,7991,2.0,0.0,3,9,2720,0,2006,,98133,0.34038293079714677
16602,500000.0,4,2.25,2060,44431,2.0,0.0,3,7,2060,0,1988,0.0,98077,0.04636402511759807
32,687500.0,4,1.75,2330,5000,1.5,0.0,4,7,1510,820,1929,0.0,98117,0.466
1401,658588.0,3,2.25,2560,41346,2.0,0.0,3,10,2560,0,1986,0.0,98027,0.06191650945677937
4811,310000.0,3,1.75,2070,37904,1.0,0.0,4,7,1420,650,1973,0.0,98058,0.05461165048543689
2761,579000.0,3,2.5,1990,4040,1.5,0.0,5,8,1390,600,1926,0.0,98103,0.49257425742574257
7887,204750.0,2,1.0,880,7575,1.0,0.0,4,7,880,0,1942,0.0,98198,0.11617161716171617
1145,510000.0,3,2.5,1860,3658,2.0,0.0,3,8,1860,0,1994,0.0,98029,0.5084745762711864
17817,600000.0,3,2.25,1480,5400,2.0,0.0,4,8,1480,0,1914,0.0,98122,0.2740740740740741
15836,205000.0,4,1.0,1340,7920,1.0,0.0,4,7,1340,0,1970,0.0,98001,0.1691919191919192
16291,321000.0,4,2.5,1830,9601,2.0,0.0,3,7,1830,0,2003,0.0,98038,0.19060514529736486
13290,246000.0,5,1.75,2030,10200,1.0,0.0,4,7,2030,0,1958,0.0,98002,0.19901960784313724
4453,725000.0,4,2.5,2650,18295,2.0,0.0,3,8,2650,0,1986,0.0,98005,0.1448483192128997
20736,298900.0,3,2.5,1852,4000,2.0,0.0,3,7,1852,0,2014,0.0,98002,0.463
9301,775000.0,4,3.0,2000,5304,1.5,0.0,4,7,2000,0,1947,0.0,98115,0.3770739064856712
20896,375000.0,4,2.5,2250,5306,2.0,0.0,3,8,2250,0,2012,0.0,98038,0.4240482472672446
10260,426950.0,4,2.75,2350,5589,2.0,0.0,3,7,2350,0,2001,0.0,98059,0.4204687779567007
8234,1320000.0,3,2.75,2680,20104,1.0,0.0,5,9,1820,860,1964,0.0,98039,0.1333068046159968
9520,259900.0,3,2.0,1490,7770,1.0,0.0,4,7,1490,0,1990,0.0,98042,0.19176319176319176
15420,300000.0,4,1.75,1820,5015,1.0,0.0,4,6,1190,630,1926,0.0,98108,0.3629112662013958
15996,540000.0,4,2.5,3000,5471,2.0,0.0,3,8,3000,0,2013,,98059,0.5483458234326448
20627,640000.0,4,3.5,3220,5741,2.0,0.0,3,9,3220,0,2013,,98065,0.5608778958369622
9908,337900.0,3,3.5,1500,1471,3.0,0.0,3,7,1500,0,1999,0.0,98177,1.0197144799456153
13394,790000.0,4,2.5,2240,8664,1.0,0.0,5,8,1470,770,1975,0.0,98033,0.2585410895660203
15181,244000.0,3,1.75,1500,7475,1.0,0.0,4,8,1500,0,1976,,98023,0.20066889632107024
14167,315000.0,2,1.0,970,18557,1.0,0.0,3,6,970,0,1939,0.0,98146,0.052271380072209946
12585,313999.0,4,2.25,1870,4198,2.0,0.0,3,7,1870,0,2008,0.0,98038,0.4454502143878037
17683,399500.0,4,1.75,1360,4840,1.5,0.0,4,7,1360,0,1928,0.0,98126,0.2809917355371901
3223,299000.0,3,2.25,1920,7840,2.0,0.0,4,8,1920,0,1982,0.0,98032,0.24489795918367346
18041,525000.0,3,1.75,2120,9146,1.0,0.0,3,8,1260,860,1981,0.0,98074,0.2317953203586267
6198,314000.0,3,1.75,1620,9600,1.0,0.0,4,7,1620,0,1966,0.0,98059,0.16875
13972,379000.0,3,2.5,1530,2913,2.0,0.0,4,7,1530,0,1986,0.0,98033,0.525231719876416
16709,422000.0,2,1.0,750,4000,1.0,0.0,4,6,750,0,1926,0.0,98118,0.1875
6952,196500.0,3,2.0,1310,7000,1.0,0.0,4,7,1310,0,1979,0.0,98023,0.18714285714285714
13337,681716.0,4,2.5,3150,7277,2.0,0.0,3,9,3150,0,2006,0.0,98056,0.43287068847052357
14303,167000.0,3,1.5,1280,5547,2.0,0.0,4,6,1280,0,1985,0.0,98002,0.2307553632594195
14241,1950000.0,4,3.75,4150,17424,1.0,0.0,3,9,3130,1020,1963,2000.0,98039,0.23817722681359044
7439,277000.0,4,3.0,1960,5160,1.0,0.0,3,7,1170,790,2001,0.0,98106,0.3798449612403101
17494,1220000.0,3,3.0,4560,16339,2.0,0.0,3,10,4040,520,2001,0.0,98034,0.2790868474202828
13359,698000.0,2,1.0,1510,4080,1.0,0.0,3,7,1010,500,1923,0.0,98103,0.3700980392156863
569,405000.0,2,0.75,1160,15029,1.0,0.0,4,6,870,290,1937,0.0,98014,0.07718411071927607
10693,300000.0,3,2.5,1640,5707,2.0,0.0,3,7,1640,0,1995,,98031,0.2873663921499912
13741,358000.0,3,1.0,940,6695,1.0,0.0,4,6,940,0,1959,0.0,98008,0.140403286034354
17343,435000.0,2,1.0,2240,7200,1.0,0.0,4,7,1120,1120,1940,0.0,98118,0.3111111111111111
17777,895000.0,4,2.0,1710,4178,1.5,0.0,4,8,1710,0,1926,0.0,98112,0.4092867400670177
12413,1290000.0,3,2.5,2190,11394,1.0,0.0,3,8,1550,640,1956,0.0,98199,0.1922064244339126
18097,1100000.0,5,3.25,4010,12110,2.0,0.0,3,11,4010,0,2003,0.0,98059,0.3311312964492155
13582,208950.0,3,1.0,960,5700,1.0,0.0,4,5,960,0,1956,0.0,98056,0.16842105263157894
18138,845000.0,4,2.5,3360,40471,2.0,0.0,4,10,3360,0,1994,,98077,0.0830224111091893
20301,425000.0,3,2.5,2320,2267,3.0,0.0,3,8,2320,0,2009,0.0,98177,1.023378914865461
10677,340000.0,4,2.5,2550,7555,2.0,0.0,3,8,2550,0,2001,0.0,98001,0.3375248180013236
17006,583000.0,3,2.25,1830,8276,1.0,0.0,3,8,1350,480,1989,,98074,0.22112131464475593
10071,577500.0,3,1.75,2140,13286,1.0,0.0,4,8,1220,920,1964,,98006,0.16107180490742135
2507,526000.0,3,1.75,1780,37801,1.0,0.0,3,7,1300,480,1977,,98075,0.04708870135710695
1975,695000.0,3,2.5,2390,4555,2.0,0.0,3,9,2390,0,2006,0.0,98074,0.5246981339187706
139,519950.0,3,2.25,1170,1249,3.0,0.0,3,8,1170,0,2014,,98107,0.9367493995196157
1474,400000.0,3,2.25,1500,2692,2.0,0.0,3,7,1500,0,1986,0.0,98034,0.5572065378900446
14892,263950.0,3,1.75,1700,11613,1.0,0.0,5,7,1180,520,1977,0.0,98092,0.1463876689916473
4521,320000.0,4,1.5,2220,6811,1.0,0.0,4,7,1270,950,1961,,98056,0.3259433269710762
3539,335000.0,4,2.5,2210,7214,2.0,0.0,3,8,2210,0,2003,0.0,98003,0.3063487662877738
12098,222000.0,3,1.0,1220,7695,1.0,0.0,3,7,1220,0,1954,0.0,98106,0.1585445094217024
11593,495000.0,4,1.5,1810,7998,1.0,0.0,3,8,1210,600,1960,0.0,98125,0.22630657664416104
8853,1530000.0,4,2.25,4250,16940,1.0,0.0,4,9,2380,1870,1974,0.0,98040,0.25088547815820544
9753,299950.0,3,1.75,1980,11274,1.0,0.0,4,7,1480,500,1968,,98058,0.17562533262373603
11580,635200.0,4,1.75,1640,4240,1.0,0.0,5,7,920,720,1921,0.0,98117,0.3867924528301887
3347,401500.0,4,1.0,1790,8400,1.0,0.0,4,7,1260,530,1954,0.0,98133,0.2130952380952381
2831,450000.0,4,1.75,1980,7350,1.0,0.0,3,7,1430,550,1973,0.0,98034,0.2693877551020408
3068,985000.0,5,3.5,3890,13261,2.0,0.0,3,9,2870,1020,1984,0.0,98125,0.2933413769700626
19237,250000.0,3,1.0,1640,26127,2.0,0.0,3,6,1640,0,1975,0.0,98019,0.06277031423431699
20034,379900.0,4,2.5,3181,5831,2.0,0.0,3,8,3181,0,2014,0.0,98003,0.5455324987137712
21440,450000.0,2,1.5,1020,1049,3.0,0.0,3,8,1020,0,2008,0.0,98103,0.9723546234509056
4470,1050000.0,3,4.0,4380,42769,2.0,0.0,5,11,4380,0,1983,0.0,98052,0.10241062451775819
11720,530000.0,3,2.5,1365,1090,3.0,0.0,3,7,1315,50,2003,0.0,98115,1.2522935779816513
10809,795000.0,5,3.5,3330,3705,2.0,0.0,3,9,2610,720,2008,,98006,0.8987854251012146
3762,575000.0,5,2.25,3550,7992,2.0,0.0,3,8,3550,0,1968,0.0,98034,0.4441941941941942
15248,360000.0,4,2.0,2680,18768,1.0,0.0,5,8,2680,0,1965,0.0,98001,0.14279624893435636
19293,475000.0,3,1.75,1680,3420,1.0,0.0,3,7,960,720,1992,0.0,98115,0.49122807017543857
6012,499500.0,3,2.5,2520,53143,1.5,0.0,3,7,2520,0,1988,0.0,98019,0.04741922736766837
20955,525000.0,4,2.75,2360,4924,2.0,0.0,3,8,2360,0,2008,0.0,98028,0.479285134037368
13711,275000.0,2,1.75,930,7080,1.0,0.0,3,6,930,0,1923,2006.0,98106,0.13135593220338984
10915,525888.0,5,1.75,2550,71874,1.0,0.0,5,7,1810,740,1960,0.0,98027,0.03547875448701895
4827,339900.0,3,2.5,2420,7423,2.0,0.0,3,8,2420,0,1990,0.0,98092,0.32601374107503706
16370,250000.0,2,1.0,890,6380,1.0,0.0,3,6,890,0,1951,0.0,98115,0.13949843260188088
13475,200000.0,4,2.5,1720,8638,2.0,0.0,3,8,1720,0,1994,0.0,98003,0.19912016670525584
13599,459000.0,4,1.75,2260,9703,1.0,0.0,2,8,1660,600,1978,0.0,98052,0.23291765433371123
3088,691000.0,2,2.0,1780,3810,1.5,0.0,3,7,980,800,1922,0.0,98119,0.4671916010498688
15796,133000.0,5,2.0,1430,5600,1.5,0.0,3,6,1430,0,1947,,98118,0.25535714285714284
7449,486000.0,4,2.5,2150,39449,1.0,0.0,3,7,1420,730,1978,,98024,0.0545007478009582
12602,740000.0,4,2.5,3360,15091,2.0,0.0,3,9,3360,0,1997,0.0,98052,0.22264926114902922
20747,462000.0,4,2.5,3070,6432,2.0,0.0,3,9,3070,0,2006,,98055,0.4773009950248756
6595,290000.0,3,1.75,1280,10716,1.0,0.0,4,7,1280,0,1969,0.0,98059,0.11944755505785741
16214,202500.0,3,2.0,1540,8316,1.0,0.0,5,6,1540,0,1954,,98002,0.18518518518518517
5987,519000.0,3,2.75,2020,10744,1.0,0.0,5,7,1270,750,1954,0.0,98166,0.18801191362620998
2817,248000.0,3,2.5,2120,6840,1.0,0.0,3,7,1220,900,1984,0.0,98092,0.30994152046783624
6319,325000.0,3,1.75,1780,13095,1.0,0.0,4,9,1780,0,1983,0.0,98042,0.13592974417716686
304,315000.0,3,2.25,2200,8750,1.0,0.0,4,7,1120,1080,1964,0.0,98166,0.25142857142857145
14175,385000.0,3,3.25,1630,1677,3.0,0.0,3,8,1630,0,2007,0.0,98133,0.9719737626714371
5480,255000.0,3,1.5,1420,7480,1.0,0.0,4,7,1420,0,1963,0.0,98058,0.18983957219251338
19727,949950.0,4,3.75,4120,8258,2.0,0.0,3,10,4120,0,2012,0.0,98075,0.49891014773552916
14638,760000.0,4,2.5,3600,155509,2.0,0.0,3,9,3600,0,2004,0.0,98010,0.023149785542958927
20317,309780.0,3,2.5,2242,4500,2.0,0.0,3,8,2242,0,2014,0.0,98092,0.49822222222222223
18065,612000.0,4,2.5,2680,3626,1.5,0.0,4,7,1680,1000,1928,0.0,98107,0.7391064533921676
6377,690500.0,5,2.0,2000,4211,1.5,0.0,4,7,1280,720,1908,0.0,98112,0.4749465685110425
782,320000.0,3,1.5,1240,1221,2.0,0.0,3,8,1050,190,2009,,98133,1.0155610155610155
19882,389950.0,4,2.5,2240,5500,2.0,0.0,3,8,2240,0,2013,0.0,98056,0.4072727272727273
3573,253779.0,4,2.0,2030,9600,1.5,0.0,3,6,1430,600,1947,0.0,98188,0.21145833333333333
19393,470000.0,3,3.5,2070,11658,1.0,0.0,4,8,1370,700,1977,,98056,0.17756047349459597
17408,302000.0,4,2.75,2030,9120,1.0,0.0,4,7,2030,0,1988,0.0,98003,0.2225877192982456
1555,937500.0,5,3.75,4210,14599,2.0,0.0,3,10,4210,0,2004,0.0,98065,0.288375916158641
16954,489000.0,3,1.5,1020,9072,1.0,0.0,3,7,920,100,1930,0.0,98115,0.11243386243386243
1941,284200.0,3,2.5,1570,9292,1.0,0.0,3,7,1110,460,1977,0.0,98001,0.1689625484287559
11072,814950.0,4,2.75,2990,6626,2.0,0.0,3,9,2990,0,2014,0.0,98052,0.45125264111077573
13161,540000.0,4,2.5,2050,3784,2.0,0.0,3,8,2050,0,2001,0.0,98034,0.5417547568710359
21255,320000.0,3,3.25,1450,1387,2.0,0.0,3,8,1180,270,2013,0.0,98106,1.0454217736121125
19326,710000.0,4,2.5,2870,8995,1.0,0.0,5,8,1870,1000,1968,0.0,98006,0.31906614785992216
17346,840000.0,4,1.75,2330,4000,2.0,0.0,5,8,1300,1030,1924,0.0,98105,0.5825
5446,1780000.0,4,3.25,4890,13402,2.0,0.0,3,13,4890,0,2004,0.0,98059,0.3648709147888375
16560,109500.0,2,1.0,800,10625,1.0,0.0,3,6,800,0,1942,0.0,98168,0.07529411764705882
15463,802000.0,3,2.5,2580,13096,2.0,0.0,3,9,2580,0,1986,0.0,98052,0.19700671960904093
6403,695000.0,3,2.0,2560,6800,1.0,0.0,4,8,1380,1180,1952,0.0,98136,0.3764705882352941
11484,458000.0,3,1.0,1660,7500,1.0,0.0,4,7,1060,600,1940,0.0,98125,0.22133333333333333
15733,447000.0,3,2.5,1800,3074,2.0,0.0,3,7,1800,0,2003,0.0,98072,0.5855562784645413
17668,560000.0,3,2.0,2870,95396,1.0,0.0,4,9,1350,1520,1980,0.0,98027,0.03008511887290872
12182,857500.0,3,1.5,2040,3960,2.0,0.0,5,8,2040,0,1928,0.0,98103,0.5151515151515151
1834,260000.0,3,1.75,1340,8000,1.0,0.0,3,7,1340,0,1980,0.0,98038,0.1675
5110,470000.0,4,2.75,2310,7350,1.0,0.0,3,8,1670,640,1989,0.0,98011,0.3142857142857143
16494,338500.0,4,2.5,2717,4513,2.0,0.0,3,8,2717,0,2005,0.0,98001,0.602038555284733
21129,749995.0,4,3.25,3430,9870,2.0,0.0,3,9,3430,0,2014,0.0,98011,0.3475177304964539
13875,367950.0,4,2.5,3030,9500,2.0,0.0,3,8,3030,0,1989,0.0,98001,0.31894736842105265
19834,622950.0,4,3.25,3030,7644,2.0,0.0,3,8,2830,200,2006,0.0,98065,0.3963893249607535
6119,650000.0,3,2.0,1840,3075,1.0,0.0,5,7,920,920,1928,,98103,0.5983739837398374
18363,323000.0,3,1.5,1720,7110,1.0,0.0,3,8,1720,0,1955,,98106,0.2419127988748242
18175,770000.0,5,3.0,2370,6000,1.5,0.0,3,8,1340,1030,1926,2003.0,98107,0.395
20349,310000.0,3,2.5,2242,5744,2.0,0.0,3,8,2242,0,2012,0.0,98092,0.39032033426183843
21498,1870000.0,4,3.75,3790,8797,2.0,0.0,3,11,3290,500,2006,,98039,0.4308286915994089
7825,469000.0,3,2.0,1300,22605,1.0,0.0,3,7,1300,0,1998,0.0,98056,0.057509400575094
1823,501000.0,2,2.0,1300,2500,1.0,0.0,4,7,770,530,1926,0.0,98117,0.52
13203,579000.0,3,2.75,2660,223027,1.0,0.0,3,8,1330,1330,1962,,98038,0.011926807068202505
3986,790000.0,4,2.5,3500,7519,2.0,0.0,3,9,3500,0,2004,0.0,98053,0.4654874318393403
17276,380000.0,4,2.5,2270,11500,1.0,0.0,3,8,1540,730,1967,0.0,98034,0.1973913043478261
14779,600000.0,4,2.5,2520,10850,1.0,0.0,4,8,1680,840,1968,,98155,0.23225806451612904
1559,434500.0,3,1.75,1650,7965,1.0,0.0,4,7,1650,0,1967,0.0,98034,0.2071563088512241
10418,640000.0,3,2.5,2420,8244,2.0,0.0,3,10,2420,0,1988,0.0,98029,0.29354682193110143
10097,679975.0,4,2.5,3830,4644,2.0,0.0,3,8,2900,930,2004,0.0,98065,0.8247200689061154
10574,430000.0,3,1.75,1300,12731,1.0,0.0,3,8,1300,0,1981,,98074,0.10211295263529967
14424,269950.0,2,1.75,1320,7540,1.0,0.0,3,7,1320,0,1968,,98038,0.17506631299734748
15739,525000.0,4,2.0,1720,6099,1.0,0.0,4,7,860,860,1949,0.0,98115,0.28201344482702084
16464,619500.0,3,2.5,1700,4105,2.0,0.0,3,8,1700,0,1992,0.0,98122,0.41412911084043846
379,435000.0,3,1.5,1300,3348,1.5,0.0,3,7,1300,0,1904,2014.0,98144,0.38829151732377537
14803,260000.0,4,2.0,1480,8625,1.0,0.0,4,7,1480,0,1974,,98055,0.17159420289855074
9050,354950.0,4,2.75,2530,7350,1.0,0.0,5,8,1280,1250,1977,0.0,98023,0.3442176870748299
19124,335000.0,4,1.5,3160,19745,1.5,0.0,4,6,1840,1320,1968,0.0,98010,0.16004051658647758
1943,2400000.0,4,3.75,4090,24825,2.0,0.0,4,11,3400,690,1926,0.0,98102,0.16475327291037262
20960,705000.0,3,2.5,1580,1321,2.0,0.0,3,8,1080,500,2014,0.0,98107,1.1960635881907646
12720,1150000.0,4,3.75,3180,9889,2.0,0.0,3,9,2500,680,2012,0.0,98033,0.32156942056830823
17245,506500.0,4,2.5,1890,7200,1.0,0.0,4,7,1500,390,1978,,98034,0.2625
19978,260000.0,3,2.25,1489,2800,2.0,0.0,3,7,1489,0,2011,0.0,98002,0.5317857142857143
17970,351000.0,1,0.75,930,6600,1.0,0.0,3,6,930,0,1924,0.0,98125,0.1409090909090909
15899,275000.0,3,1.5,1400,9750,1.0,0.0,4,6,1400,0,1964,0.0,98030,0.14358974358974358
3509,338500.0,3,1.75,2130,5489,1.0,0.0,3,8,1370,760,1999,0.0,98070,0.3880488249225724
7312,970000.0,2,1.0,1290,5376,1.0,0.0,3,6,1290,0,1945,0.0,98115,0.23995535714285715
11029,325000.0,4,2.0,1870,7700,1.0,0.0,3,8,1870,0,1966,,98055,0.24285714285714285
18574,732500.0,3,2.5,2470,10321,2.0,0.0,3,9,2470,0,1988,0.0,98052,0.2393178955527565
3059,790000.0,4,1.75,2050,10920,1.0,0.0,3,8,1450,600,1974,,98155,0.18772893772893773
15799,335000.0,4,2.5,2520,7205,2.0,0.0,3,8,2520,0,1987,0.0,98003,0.34975711311589175
6706,235000.0,4,1.75,1450,8891,1.5,0.0,3,7,1180,270,1962,0.0,98168,0.16308626701158474
14109,380000.0,2,1.0,980,3400,1.0,0.0,3,7,980,0,1923,0.0,98105,0.28823529411764703
14193,689888.0,4,2.25,1930,3500,1.5,0.0,5,8,1540,390,1916,0.0,98122,0.5514285714285714
18971,200000.0,3,2.0,1190,6833,1.0,0.0,3,7,1190,0,1995,0.0,98092,0.17415483682130836
17457,650500.0,5,4.25,3920,11412,2.0,0.0,3,7,3920,0,1955,2005.0,98006,0.3434980722046968
313,1380000.0,4,3.25,4290,12103,1.0,0.0,3,11,2690,1600,1997,0.0,98006,0.3544575725026853
11707,590000.0,4,2.75,2160,4205,1.0,0.0,3,7,1080,1080,1969,0.0,98125,0.5136741973840666
875,147500.0,3,1.0,1530,8498,1.0,0.0,3,7,1530,0,1959,0.0,98031,0.18004236290891976
